0	40.25295763	-76.91908889	0	11
1	40.25301998	-76.91898875	0	11
2	40.25307889	-76.91888404	0	11
3	40.25314013	-76.9187822	0	11
4	40.25320369	-76.91868346	0	11
5	40.25326581	-76.91858183	0	11
6	40.25332814	-76.91848168	0	11
7	40.25339276	-76.91838315	0	11
8	40.25345617	-76.91828468	0	11
9	40.25352187	-76.91818876	0	11
10	40.25358759	-76.91808426	0	11
11	40.25364967	-76.91799376	0	11
12	40.25371991	-76.91789864	0	11
13	40.2537831	-76.91779591	0	11
14	40.25384867	-76.91770079	0	11
15	40.25391759	-76.91761052	0	11
16	40.25399434	-76.9175077	0	11
17	40.25406133	-76.91741718	0	11
18	40.2541368	-76.91732317	0	11
19	40.2542067	-76.91724007	0	11
20	40.25428136	-76.91715926	0	11
21	40.25437057	-76.91708908	0	11
22	40.25445487	-76.91702108	0	11
23	40.25454858	-76.91698296	0	11
24	40.25464201	-76.91695131	0	11
25	40.25474044	-76.91691245	0	11
26	40.25484539	-76.91689772	0	11
27	40.25495469	-76.91689991	0	11
28	40.25505538	-76.91691469	0	11
29	40.25515225	-76.91693778	0	11
30	40.25526302	-76.91697661	0	11
31	40.2554274	-76.91706696	0	11
32	40.25558478	-76.9171803	0	11
33	40.25295763	-76.91908889	0	14
34	40.25301998	-76.91898875	0	14
35	40.25307889	-76.91888404	0	14
36	40.25314013	-76.9187822	0	14
37	40.25320369	-76.91868346	0	14
38	40.25326581	-76.91858183	0	14
39	40.25332814	-76.91848168	0	14
40	40.25339276	-76.91838315	0	14
41	40.25345617	-76.91828468	0	14
42	40.25352187	-76.91818876	0	14
43	40.25358759	-76.91808426	0	14
44	40.25364967	-76.91799376	0	14
45	40.25371991	-76.91789864	0	14
46	40.2537831	-76.91779591	0	14
47	40.25384867	-76.91770079	0	14
48	40.25391759	-76.91761052	0	14
49	40.25399434	-76.9175077	0	14
50	40.25406133	-76.91741718	0	14
51	40.2541368	-76.91732317	0	14
52	40.2542067	-76.91724007	0	14
53	40.25428136	-76.91715926	0	14
54	40.25437057	-76.91708908	0	14
55	40.25445487	-76.91702108	0	14
56	40.25454858	-76.91698296	0	14
57	40.25464201	-76.91695131	0	14
58	40.25474044	-76.91691245	0	14
59	40.25484539	-76.91689772	0	14
60	40.25495469	-76.91689991	0	14
61	40.25505538	-76.91691469	0	14
62	40.25515225	-76.91693778	0	14
63	40.25526302	-76.91697661	0	14
64	40.2554274	-76.91706696	0	14
65	40.25558478	-76.9171803	0	14
66	40.25295763	-76.91908889	0	11
67	40.25301998	-76.91898875	0	11
68	40.25307889	-76.91888404	0	11
69	40.25314013	-76.9187822	0	11
70	40.25320369	-76.91868346	0	11
71	40.25326581	-76.91858183	0	11
72	40.25332814	-76.91848168	0	11
73	40.25339276	-76.91838315	0	11
